age_group,subject,topic,difficulty_level,example_type,input,output,solution_steps
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,analysis,Why is Linux considered more customizable than Windows?,"Linux allows changing desktop environments, themes, system behavior, and open-source code modifications, unlike Windows.","List customization options in Linux.,  Compare with limited Windows customization.,  Explain flexibility of open-source system."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,problem_solving,A Windows computer freezes after logging in. What troubleshooting steps can you take?,"Boot into Safe Mode, check startup programs, run virus scan, or restore system to a previous restore point.","Restart computer in Safe Mode.,  Disable unnecessary startup programs.,  Run antivirus scan.,  Use System Restore if needed."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is a file extension?,"A file extension is the suffix at the end of a file name that indicates its type, like .txt, .jpg, or .docx.","Define file extension.,  Provide examples.,  Explain how it helps OS recognize file type."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,identification,Which OS uses Finder to navigate files?,macOS,"Recall macOS file navigation feature.,  Identify Finder."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,scenario,A Windows user wants to hide a folder. How can they do it?,"Right-click the folder, select 'Properties', and check 'Hidden', then apply changes.","Right-click folder and select Properties.,  ""Check Hidden option."",  Apply changes and verify."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a Linux user create a new folder from the terminal?,Use the command 'mkdir foldername' to create a new folder.,"Open terminal.,  ""Type mkdir foldername."",  Check that the folder is created."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,comparison,Compare Windows and macOS in terms of software installation methods.,"Windows uses executable installers (.exe), while macOS uses drag-and-drop into Applications folder or App Store.","Describe Windows installation method.,  Describe macOS installation method.,  Highlight differences."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,analysis,Why is virtualization important for testing multiple OSes on one computer?,"It allows running multiple OS environments simultaneously without affecting the main system, useful for development and testing.","Define virtualization.,  Explain running multiple OSes safely.,  Highlight testing and development benefits."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,problem_solving,A macOS user wants to reset their password without logging in. How can they do it?,"Restart in Recovery Mode, open Terminal, and use the 'resetpassword' command to change the password.","Restart Mac in Recovery Mode.,  Open Terminal from Utilities.,  ""Use resetpassword command to reset password."""
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,multiple_choice,Which OS uses Spotlight for quick search? A) Windows B) macOS C) Linux,B) macOS,"Recall macOS search feature.,  Select Spotlight."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is a dock in macOS?,The dock is a bar that provides quick access to frequently used applications and shows running apps.,"Define dock and its purpose.,  Explain what it shows.,  Provide examples of apps in the dock."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a Windows user check system specifications quickly?,Press Windows + Pause/Break keys or open 'System' in Control Panel to view system specs.,"Use shortcut or Control Panel.,  Open System settings.,  View processor,  RAM,  and OS info."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is a taskbar in Windows?,The taskbar is a horizontal bar usually at the bottom of the screen that shows open applications and provides quick access to programs.,"Describe the location of the taskbar.,  Explain its purpose to show open apps.,  Provide example of pinned programs."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,identification,Which OS allows installing software via the App Store?,macOS,"Recall OS with built-in App Store.,  Identify macOS."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,true_false,True or False: Linux can be used for free without paying for licenses.,True,"Recall Linux is open-source.,  Confirm that it is free to use.,  Answer True."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,scenario,A Windows user wants to schedule a shutdown at a specific time. How can they do it?,Open Command Prompt and type 'shutdown -s -t seconds' where 'seconds' is the time delay in seconds.,"Open Command Prompt.,  ""Use shutdown -s -t command."",  Specify time in seconds and execute."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a macOS user create a new folder on the desktop?,"Right-click on the desktop and select 'New Folder', then enter a name for it.","Right-click on the desktop.,  ""Select New Folder."",  Type a name and press Enter."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,comparison,Compare Windows and Linux in terms of update control.,Windows updates are often automatic and less flexible; Linux updates can be controlled by the user using package managers.,"Explain Windows automatic updates.,  Explain Linux package manager updates.,  Highlight flexibility difference."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,analysis,Why is macOS less targeted by malware compared to Windows?,"macOS has a smaller user base, Unix-based security, and stricter app permissions, reducing malware attacks.","Mention smaller user base.,  Explain Unix-based security.,  Discuss stricter app permissions."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,problem_solving,A Linux user cannot access a file due to permission issues. What should they do?,Use 'chmod' to change file permissions or 'chown' to change file ownership.,"Identify the file permission problem.,  ""Use chmod to modify permissions."",  ""Use chown if ownership needs changing."",  Verify access after changes."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is a desktop shortcut?,"A desktop shortcut is an icon that provides quick access to a program, file, or folder without navigating to its location.","Explain shortcut purpose.,  Describe how it links to programs or files.,  Give an example."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,identification,Which OS uses Control Center for quick settings?,macOS,"Recall macOS quick access features.,  Identify Control Center."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,scenario,A Windows user wants to compress a folder to save space. How can they do it?,"Right-click the folder, select 'Send to', then choose 'Compressed (zipped) folder'.","Right-click folder.,  ""Select Send to."",  ""Choose Compressed (zipped) folder."""
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a macOS user view system storage usage?,Click Apple menu > About This Mac > Storage to see disk usage details.,"Open Apple menu.,  Select About This Mac.,  Click Storage to view details."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,comparison,Compare file search methods in Windows and macOS.,Windows uses the search box in File Explorer; macOS uses Spotlight for system-wide searches.,"Explain Windows File Explorer search.,  Explain macOS Spotlight search.,  Highlight differences."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,analysis,Why do servers often run Linux instead of Windows?,"Linux offers stability, security, better resource management, and free licensing, making it ideal for servers.","Mention stability and security.,  Discuss resource efficiency.,  Highlight licensing and cost benefits."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,problem_solving,A Windows user wants to recover a deleted file. What options do they have?,"Check the Recycle Bin, use File History, or use a data recovery tool.","Open Recycle Bin and restore file if found.,  Check File History backups.,  Use recovery software if needed."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,multiple_choice,Which OS uses Terminal to run shell commands? A) Windows B) Linux C) macOS,B) Linux,"Recall OS using shell commands frequently.,  Identify Linux."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is the Notification Center in macOS?,"Notification Center displays alerts, reminders, and app notifications in a sidebar for easy access.","Explain its location and access.,  Describe the types of notifications.,  Provide example of an alert."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a Windows user quickly switch between open applications?,Use Alt + Tab to cycle through open applications.,"Hold Alt key.,  Press Tab to select app.,  Release keys to switch application."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is a system tray in Windows?,"The system tray is a section of the taskbar that displays the clock, notifications, and background app icons.","Explain location on the taskbar.,  Describe icons and notifications.,  Give examples like volume or network icons."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,identification,"Which OS is known for using Finder, Dock, and Spotlight?",macOS,"Identify key macOS features.,  Confirm Finder,  Dock,  Spotlight belong to macOS."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,true_false,True or False: Linux can be installed on both desktops and servers.,True,"Recall Linux flexibility.,  Confirm installation on multiple device types.,  Answer True."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,scenario,A macOS user wants to force quit an unresponsive app. How can they do it?,"Press Command + Option + Esc, select the app, and click 'Force Quit'.","Press Command + Option + Esc.,  Select unresponsive app.,  ""Click Force Quit."""
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a Linux user list all files in a folder using terminal?,Use the 'ls' command to display all files in the current directory.,"Open terminal.,  ""Type ls."",  View the list of files."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,comparison,Compare Windows and Linux in terms of user permissions.,Windows uses simple user account control (UAC); Linux has detailed file permissions and ownership settings.,"Explain Windows UAC system.,  Explain Linux permissions and ownership.,  Highlight differences in granularity."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,analysis,Why is Windows more commonly used in home computers compared to Linux?,"Windows is user-friendly, widely compatible with hardware/software, and comes pre-installed on many PCs.","Discuss user-friendliness.,  Explain hardware/software compatibility.,  Mention pre-installation advantage."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,problem_solving,A Windows computer is running slowly due to too many startup programs. What can the user do?,"Open Task Manager, go to Startup tab, and disable unnecessary startup programs.","Open Task Manager.,  Go to Startup tab.,  Select programs to disable.,  Restart computer."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is a dock icon in macOS?,A dock icon represents an application or folder that can be quickly accessed from the Dock.,"Explain dock purpose.,  Describe icons for apps or folders.,  Provide an example."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,identification,Which OS uses File Explorer to manage files?,Windows,"Recall file management feature in Windows.,  Identify File Explorer."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,scenario,A Linux user wants to update all installed packages. What command should they use?,Use 'sudo apt update' followed by 'sudo apt upgrade'.,"Open terminal.,  ""Run sudo apt update."",  ""Run sudo apt upgrade."",  Confirm updates are installed."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a macOS user quickly access System Preferences?,Click the Apple menu and select 'System Preferences'.,"Open Apple menu.,  ""Select System Preferences."",  Access various system settings."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,comparison,Compare macOS and Windows in terms of app installation sources.,"Windows mostly uses executable installers (.exe), while macOS uses App Store, drag-and-drop, or disk images (.dmg).","Explain Windows installation methods.,  Explain macOS installation methods.,  Highlight the differences."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,analysis,Explain the importance of user account control in Windows.,"It prevents unauthorized changes, protects system files, and improves security against malware.","Define User Account Control (UAC).,  Explain how it blocks unauthorized changes.,  Discuss its security benefits."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",hard,problem_solving,A macOS system is unresponsive. How can a user perform a safe reboot?,"Press and hold the power button until the system shuts down, then press it again to restart.","Press and hold power button.,  Wait for shutdown.,  Press power button again to restart."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,multiple_choice,Which OS uses the 'Start Menu'? A) macOS B) Linux C) Windows,C) Windows,"Recall feature for opening programs and settings.,  Identify Windows Start Menu."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",easy,definition,What is Mission Control in macOS?,"Mission Control provides an overview of all open windows, desktops, and full-screen apps for easier navigation.","Define Mission Control.,  Explain how it shows open windows and desktops.,  Provide example usage."
11–12,Computer Science / Information Technology,"Operating systems (Windows, macOS, Linux – basic idea and navigation)",medium,practical,How can a Windows user pin an app to the taskbar?,Right-click the app and select 'Pin to taskbar'.,"Right-click the app icon.,  ""Select Pin to taskbar."",  Verify it appears on the taskbar."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a header in a Word document?,"A header is a section at the top of each page where you can add text, page numbers, or images that repeat on every page.","Explain the location of a header.,  Describe what content can go in a header.,  Mention that it repeats on all pages."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which feature allows you to make text bold or italic?,Text formatting options in the toolbar.,"Locate toolbar in Word.,  Find bold (B) and italic (I) buttons.,  Apply to selected text."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,true_false,True or False: You can insert a table in a Word document.,True,"""Recall Words table feature."",  Confirm insertion is possible.,  Answer True."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You need to create a table for student marks. What steps should you take?,"Use 'Insert Table', specify rows and columns, and enter the data.","Go to Insert > Table.,  Choose number of rows and columns.,  Enter data in each cell."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you add page numbers to a Word document?,Go to Insert > Page Number and choose the position and style.,"Open Insert tab.,  Select Page Number.,  Pick location and style."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare table cell borders and shading in Word.,Borders define the edges of cells; shading fills the cell background with color.,"Explain border purpose.,  Explain shading purpose.,  Highlight difference in visual effect."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why is using styles in Word important for formatting long documents?,"Styles ensure consistency, save time, and allow automatic updating of headings and formatting throughout the document.","Define styles in Word.,  Explain consistency and efficiency.,  Show benefit of automatic updates."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,A table does not fit on one page. How can you fix it?,"Adjust table width, split the table across pages, or set table properties to allow row breaks.","Check table width and adjust.,  Split table manually if needed.,  Use table properties to allow row breaks."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is the difference between header and footer?,Header appears at the top of the page; footer appears at the bottom.,"Define header location.,  Define footer location.,  Explain content can be different or similar."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab contains options for table design and layout?,Table Tools tab appears when a table is selected.,"Click on a table.,  Notice Table Tools tab appears.,  Use Design or Layout options."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You want alternating row colors in a table. How can you do it?,Use Table Design > Shading or Table Style options to apply alternating row colors.,"Select table.,  Go to Table Design tab.,  Choose a style with alternating row colors."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you center text vertically in a table cell?,"Select the cell, go to Layout tab under Table Tools, and choose 'Align Center' vertically.","Select the cell.,  Go to Table Tools > Layout.,  Click vertical center alignment."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare Merge Cells and Split Cells in Word tables.,Merge Cells combines multiple selected cells into one; Split Cells divides a single cell into multiple cells.,"Explain Merge Cells function.,  Explain Split Cells function.,  Highlight opposite effects."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why is using a table better than tabs for organizing data?,"Tables maintain structure across edits, allow easy formatting, and provide sorting and calculation features unlike tabs.","Explain structural consistency.,  Highlight formatting advantages.,  Mention additional table features."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,A header overlaps with text on the page. How can it be fixed?,Adjust header margin or reduce header size via Layout > Margins or Header settings.,"Go to Layout > Margins.,  Adjust header margin.,  Check header size and reduce if needed."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is text alignment in Word?,"Text alignment arranges text to left, center, right, or justified positions on the page.","Explain left,  right,  center,  justified alignments.,  Show examples of each."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which option adds a horizontal line under a heading automatically?,Borders option in the Paragraph section.,"Select heading text.,  Go to Paragraph > Borders.,  Apply bottom border."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,"How can you apply bold, italics, and underline to text at once?","Select the text and click Bold (B), Italic (I), and Underline (U) buttons in the Home tab.","Select text.,  Click Bold,  Italic,  Underline.,  Verify formatting applied."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you repeat table headers on every page?,"Select header row, go to Layout > Repeat Header Rows in Table Tools.","Select header row.,  Go to Layout tab under Table Tools.,  Click Repeat Header Rows."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a footer in a Word document?,"A footer is the section at the bottom of each page where you can add text, page numbers, or other content that repeats on every page.","Identify location of the footer.,  Explain what content can go in a footer.,  Mention that it repeats on all pages."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab contains the options for text font and size?,Home tab,"Open Word document.,  Locate Home tab on the ribbon.,  Find font and size options."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,true_false,True or False: You can merge two or more table cells into one cell.,True,"Select multiple table cells.,  Use Merge Cells option.,  Answer True."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You want to insert a table of contents automatically. What steps should you take?,"Use References > Table of Contents, select a style, and Word will generate it from headings.","Use heading styles for document sections.,  Go to References > Table of Contents.,  Select a style and insert."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you apply a border to an entire table?,"Select the table, go to Table Design tab, and choose Borders > All Borders.","Select the table.,  Open Table Design tab.,  Apply All Borders option."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare left-aligned and justified text in Word.,Left-aligned text lines up on the left margin with a ragged right edge; justified text aligns evenly on both left and right margins.,"Explain left alignment effect.,  Explain justification effect.,  Highlight visual differences."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why is it better to use heading styles than manually formatting text for headings?,"Heading styles allow automatic table of contents creation, consistency across the document, and easy updates.","Explain heading styles purpose.,  Show benefit for consistency.,  Describe use in Table of Contents."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,A table’s text is overflowing outside the page margin. How can you fix it?,"Adjust column width, reduce font size, or enable text wrapping in table properties.","Check column widths.,  Reduce font size if necessary.,  Enable text wrapping for cells."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is text wrapping around an image?,Text wrapping allows text to flow around an inserted image in a specific layout style.,"Insert image into document.,  Select a text wrapping option.,  Observe how text flows around the image."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which option in the Layout tab changes page margins?,Margins option,"Go to Layout tab.,  Click Margins.,  Choose or customize margin size."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You need alternating row colors for better readability in a table. How do you do it?,"Select the table, go to Table Design, and choose a style with banded rows.","Select table.,  Open Table Design tab.,  Pick a banded row style."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you adjust the spacing between paragraphs?,"Select text, go to Layout or Home tab, and adjust spacing before or after paragraphs.","Select relevant paragraphs.,  Open Layout tab or Paragraph settings.,  Adjust spacing before and after."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare cell padding and cell margin in tables.,Cell padding is the space inside the cell around the text; cell margin is the space outside the cell border.,"Define cell padding.,  Define cell margin.,  Highlight difference."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why is using table styles preferred over manually coloring cells?,"Table styles provide consistent design, easier updates, and professional appearance, unlike manual coloring.","Explain table styles purpose.,  Discuss benefits of consistency.,  Contrast with manual formatting."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,Text in a header is too large and pushes the page content down. How can you fix it?,Reduce the font size of the header or adjust header margin settings.,"Select header text.,  Reduce font size.,  Adjust header margin if needed."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is the purpose of a table caption?,"A table caption provides a title or description for the table, often used in references or indexing.","Select table.,  Insert caption above or below the table.,  Type descriptive title."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab allows you to merge or split table cells?,Layout tab under Table Tools,"Click on the table.,  Go to Layout tab under Table Tools.,  Use Merge or Split Cells options."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,How can you create a multi-level numbered list for headings and subheadings?,Use Home > Numbering > Define New Multilevel List and set levels for headings.,"Select headings and subheadings.,  Go to Home > Numbering > Multilevel List.,  Assign levels appropriately."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you quickly repeat a table header row on each page?,Select header row and choose Layout > Repeat Header Rows under Table Tools.,"Select header row.,  Go to Layout tab.,  Click Repeat Header Rows."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a table in Word?,A table is a grid of rows and columns used to organize data neatly in a document.,"Define rows and columns.,  Explain purpose of organizing data.,  Give a simple example of a table."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which Word feature lets you quickly copy formatting from one part of text to another?,Format Painter,"Locate Format Painter in the Home tab.,  Select text with desired formatting.,  Click Format Painter and apply to new text."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,true_false,True or False: You can insert images inside a table cell.,True,"Select the cell.,  Use Insert > Picture.,  Confirm image is inside the cell."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You want a table header row to appear on multiple pages automatically. What do you do?,Select the header row and choose Layout > Repeat Header Rows under Table Tools.,"Select the first row of the table.,  Go to Layout tab under Table Tools.,  Click Repeat Header Rows."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you change the text direction in a table cell?,"Select the cell, go to Layout tab under Table Tools, and choose Text Direction.","Select the table cell.,  Open Layout tab.,  Click Text Direction and choose orientation."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare shading and fill color in table cells.,"Shading applies color inside cells to highlight content; fill color may refer to shape objects or background of text boxes, not table cells.","Explain shading purpose for tables.,  Explain fill color purpose.,  Highlight differences in usage."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why should you use styles for headings instead of manual formatting?,"Using styles ensures consistency, makes editing easier, and allows automatic table of contents generation.","Define heading styles.,  Explain consistency benefits.,  Explain TOC automatic generation."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,Some table text is hidden because the cell is too small. How can you fix it?,"Adjust row height, column width, or enable text wrapping within the cell.","Select affected cells.,  Adjust row height or column width.,  Enable text wrapping if needed."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a multilevel list?,A multilevel list is a numbered or bulleted list with different levels of indentation for headings and sub-points.,"Explain main level and sublevel items.,  Show numbering or bullet pattern.,  Provide example structure."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab contains options for adding page borders?,Design tab,"Open Design tab.,  Locate Page Borders option.,  Apply border style."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,You want to create a table that automatically adjusts column width to fit content. What option do you use?,Use AutoFit > AutoFit Contents under Layout tab in Table Tools.,"Select the table.,  Go to Layout tab under Table Tools.,  Choose AutoFit > AutoFit Contents."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you add a diagonal line to a table cell?,"Select the cell, go to Borders > Diagonal Border option.","Select table cell.,  Go to Table Tools > Design > Borders.,  Choose diagonal border."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,comparison,Compare Merge Cells and Split Cells in a table.,Merge Cells combines multiple selected cells into one; Split Cells divides a single cell into multiple smaller cells.,"Explain Merge Cells.,  Explain Split Cells.,  Highlight differences."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,analysis,Why is using table styles more efficient than manually formatting each cell?,"Table styles apply consistent formatting, save time, and allow quick changes to the entire table design.","Explain table style purpose.,  Highlight consistency advantage.,  Describe time-saving benefit."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",hard,problem_solving,A footer overlaps with table content. How can you fix it?,Increase the bottom margin or reduce the footer size in Layout > Margins or Header/Footer settings.,"Go to Layout > Margins.,  Adjust bottom margin.,  Reduce footer height if needed."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is cell padding in a table?,Cell padding is the space between the cell border and the text inside it.,"Select cell or table.,  Explain spacing inside the cell.,  Show effect visually."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab is used to sort data in a table?,Layout tab under Table Tools,"Select the table.,  Go to Layout tab.,  Use Sort option."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,How can you rotate text inside a table cell?,"Select the cell, go to Layout > Text Direction, and choose rotation.","Select the cell.,  Go to Layout tab under Table Tools.,  Click Text Direction and rotate text."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How do you apply consistent font style to the entire table?,Select the table and apply the desired font from Home tab or Table Design options.,"Select entire table.,  Go to Home tab.,  Choose font style and size."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,definition,What is a table cell?,A table cell is the intersection of a row and a column in a table where you can enter data.,"Identify rows and columns.,  Explain where a cell is located.,  Provide an example of entering data in a cell."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,identification,Which tab allows you to insert a table into a Word document?,Insert tab,"Open Word document.,  Click Insert tab.,  Select Table and choose number of rows and columns."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",easy,true_false,True or False: You can add borders to a table in Word.,True,"Select the table.,  Go to Table Tools > Design.,  Apply borders to the table."
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,scenario,How can you make a Word table evenly distribute columns?,"Select the table, go to Layout tab under Table Tools, and click 'Distribute Columns'.","Select the entire table.,  Go to Layout tab.,  ""Click Distribute Columns."""
11–12,Computer Science / Information Technology,"Advanced word processing (tables, headers, formatting)",medium,practical,How can you rotate an image inside a Word document?,"Select the image, then use the rotate handle or Layout Options to rotate.","Select the image.,  Use the rotation handle on top of the image.,  Or use Layout Options > Rotate."
