age_month,stage_name,development_goal,domain,skill,activity_idea
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Points to pictures when named,Use picture books and ask child to point to animals or objects.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Combines gestures with words,Encourage saying 'up' while reaching arms up.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Responds to familiar songs or rhymes,Pause familiar rhymes and encourage child to fill in missing words.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Uses simple words to express feelings,"Encourage 'hot', 'more', or 'all done' in context of daily activities."
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Mimics animal sounds,"Sing songs or show pictures and encourage 'moo', 'woof', 'meow'."
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Understands names of familiar toys,Ask child to bring specific toys by name.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Attempts simple sentences with two words,"Encourage phrases like 'more milk', 'go park'."
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Recognizes familiar routines by verbal cues,Say 'bath time' or 'meal time' and observe response.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Points to objects when asked,Ask 'Show me the cup' and encourage pointing.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Repeats familiar words heard from adults,Model words consistently during play and routines.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Uses words to request objects,Encourage saying the name of a toy or snack before receiving it.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,"Understands basic 'in', 'on', 'under'",Show objects in positions and describe location for comprehension.
14,Independence & Understanding Stage,"Support vocabulary growth, comprehension, and communication",language,Enjoys listening and responding to short stories,Read board books aloud and ask simple questions about pictures.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows independence in simple tasks,"Encourage child to try feeding, picking up toys, or dressing with minimal help."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Plays beside other children (parallel play),Provide toys and space for child to play near peers without expecting interaction.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,"Shows basic emotions like happy, sad, or frustrated",Label emotions during daily routines and respond to child’s feelings.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Seeks comfort from caregivers when upset,"Offer hugs, soothing words, and reassurance when child is distressed."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows pride in accomplishments,Praise efforts like stacking blocks or putting toys away.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Waves goodbye or hello,Encourage social gestures during greetings and departures.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Imitates social behaviors of adults,"Model actions like clapping, nodding, or waving for child to copy."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Responds to caregiver’s emotions,"Notice reactions to smiles, laughter, or tone of voice."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Enjoys simple interactive games,Play peek-a-boo or pat-a-cake to practice turn-taking.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows affection to familiar people,"Encourage hugs, kisses, and gentle touches."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Expresses discomfort when needs are unmet,"Observe gestures, cries, or vocalizations and respond appropriately."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Enjoys being read or sung to,Read board books and sing nursery rhymes daily.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Expresses joy through laughter,Play silly games or use funny sounds to elicit laughter.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows curiosity about peers,Encourage observing and exploring other children’s actions safely.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Uses simple gestures to communicate feelings,"Encourage nodding, shaking head, or pointing to express ideas."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Observes reactions of others,Point out smiles or frowns and label the emotion.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows empathy in simple ways,Model comforting actions when someone is sad and encourage imitation.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Recognizes familiar faces,Play peek-a-boo with familiar and less familiar people.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Responds to social cues like waving or clapping,Encourage participation in group gestures or imitation games.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows excitement when meeting familiar people,"Observe reactions and label emotions, reinforcing positive social behavior."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Tries to comfort peers or adults,Encourage giving toys or gentle pats when someone is upset.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows pride in completing tasks,Celebrate achievements like stacking blocks or putting objects away.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Begins to assert preferences,Offer choices during play or snack time to encourage decision-making.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Enjoys interactive games with adults,Play turn-taking games like rolling a ball or peek-a-boo.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows excitement during familiar routines,"Encourage anticipation for bath time, meals, or storytime."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Exhibits mild frustration when tasks are difficult,Provide guidance and encouragement without taking over tasks.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Responds to simple social greetings,Practice waving 'hello' and 'goodbye' consistently.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Seeks help when needed,Observe gestures or vocalizations when struggling and offer gentle support.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows curiosity about new people and environments,Encourage exploration in safe spaces while labeling objects and actions.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Expresses preferences for activities,"Offer options like blocks, books, or music and observe choice."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows delight in social interaction,Play peek-a-boo or imitate sounds to encourage laughter.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Enjoys clapping or dancing along with music,Play songs and encourage movement to rhythm.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows interest in family members’ emotions,Label feelings of family members and encourage observation.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Uses gestures to indicate needs,"Encourage pointing, reaching, or showing objects to communicate."
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows excitement in familiar environments,Praise and label excitement during playground or home routines.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Recognizes when caregiver is nearby,Observe child’s response to caregiver’s presence or absence.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Imitates familiar actions,Encourage copying gestures like brushing hair or waving.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Exhibits excitement when greeted,Label emotions and encourage smiles or vocal responses.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Shows interest in others’ activities,Encourage observation and imitation in safe play settings.
14,Independence & Understanding Stage,"Support self-awareness, social interactions, and emotional expression",emotional_social,Uses facial expressions to communicate,"Model happy, sad, or surprised expressions and encourage copying."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,"Explores objects by shaking, banging, or rolling","Provide rattles, soft balls, or push-and-pull toys for interactive play."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in water pouring activities,Offer small cups and bowls to pour water from one to another.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Matches shapes and colors,Provide shape sorters and color matching games.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Stacks small blocks or objects,Provide soft or wooden blocks for building towers.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores textures and materials,"Offer cloths, sponges, or textured blocks for tactile exploration."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Experiments with cause and effect,Provide toys that make sounds or move when pressed or pushed.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in scooping and transferring activities,"Offer rice, beans, or water for scooping with spoons or cups."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Uses simple tools with guidance,Introduce child-safe utensils or droppers for exploration.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Enjoys simple music and rhythm,"Provide drums, shakers, or bells to explore sounds."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores everyday objects creatively,"Allow safe household items like pots, spoons, or boxes for play."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Attempts simple art activities,Offer chunky crayons or finger paints for free drawing.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in sensory exploration,"Provide sand, water, or rice trays for tactile play."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Enjoys pretend play with simple objects,Encourage using cups as pretend phones or blocks as food items.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Sorts objects by size or shape,Provide stacking rings or nesting cups for matching and sorting.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages with books or pictures,"Offer board books with textures, flaps, or bright pictures."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores stacking and nesting toys,Provide stacking cups or soft blocks for building and nesting.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Enjoys action songs and finger plays,Sing 'Itsy Bitsy Spider' or 'Twinkle Twinkle' with hand motions.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Experiments with opening and closing containers,Offer small boxes or jars with safe lids to explore.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in banging or tapping activities,Provide safe objects to tap together or on surfaces.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Shows curiosity with new materials,Introduce safe household or natural items to explore textures and sounds.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores stacking and knocking down towers,Provide blocks or cups for building and knocking down safely.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Practices pouring with supervision,Provide small pitchers and cups for transferring water or rice.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Experiments with stacking different sizes,"Offer nesting cups, soft blocks, or stackable rings."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores objects with hands and mouth safely,Provide teething-safe toys and textured items for exploration.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Enjoys cause-and-effect toys,Offer pop-up toys or objects that make noise when pressed.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Tries to imitate adult activities,"Provide pretend play items like spoons, cups, or small brooms."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Experiments with rolling or pushing objects,"Provide balls, toy cars, or round objects for movement play."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in finger plays,Sing songs like 'Pat-a-cake' or 'Itsy Bitsy Spider' using hands.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Uses spoons or small tools with assistance,"Encourage scooping dry food, rice, or water with a spoon."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores cause and effect by pressing buttons or levers,"Provide safe toys that produce sound, movement, or light when pressed."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Enjoys turning pages in board books,Offer sturdy books with colorful pictures and textures.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in simple problem-solving,Provide puzzles with 2–3 pieces or shape sorters.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Experiments with stacking cups or containers,Encourage child to stack and nest cups of different sizes.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores different textures during play,"Provide fabric swatches, soft toys, and textured balls."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Enjoys making sounds with objects,"Give rattles, drums, or spoons and containers to tap."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Imitates simple actions in pretend play,Demonstrate actions like stirring or pouring and encourage copying.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Experiments with stacking blocks or soft toys,Provide different-sized objects to encourage building and knocking down.
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Engages in finger painting or coloring,"Offer safe, edible finger paints or chunky crayons."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Explores simple manipulative toys,"Provide toys with knobs, sliders, or buttons to practice hand coordination."
14,Independence & Understanding Stage,"Encourage hands-on exploration, creativity, and problem-solving",montessori_creative,Shows interest in exploring new activities,Rotate toys and materials to maintain curiosity and engagement.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Identifies familiar objects by sight or touch,Show everyday items and ask the child to point or pick them up.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Begins to match objects by shape or color,Provide shape sorters or colored blocks for matching activities.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows curiosity about how things work,Offer simple cause-and-effect toys such as pop-up or push-button toys.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Points to familiar body parts when named,"Use songs or games to identify head, hands, feet, and other body parts."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores objects with all senses,"Provide toys with different textures, sounds, and shapes."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Recognizes simple patterns,Show sequences of colored blocks or objects for child to replicate.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Tries simple puzzles with 2–3 pieces,Provide age-appropriate wooden or chunky puzzles to practice problem-solving.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows curiosity about objects’ properties,"Offer cups, bowls, and spoons to explore sizes, weights, and materials."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores moving objects,"Provide balls, toy cars, or rolling objects for manipulation and observation."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows understanding of object permanence,Play peek-a-boo or hide-and-find games with toys.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Identifies familiar people or animals in pictures,Use flashcards or photo books to point and name people or animals.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores containers by opening and closing,"Provide small boxes, jars, or cups for manipulating lids and covers."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Experiments with stacking and nesting objects,Offer stacking cups or nesting boxes for hands-on problem-solving.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores textures by touching different surfaces,"Provide sand, fabric, sponge, or textured toys."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Observes cause and effect,"Offer toys that respond to pressing, pulling, or rolling."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows interest in exploring new objects,Introduce safe household or natural items for hands-on exploration.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Attempts to fit objects into containers,"Provide bowls, cups, or jars for putting small toys or blocks inside."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Recognizes familiar sounds or voices,Call the child’s name or play familiar songs and observe reactions.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores objects by banging or tapping,Provide safe instruments or kitchen items to explore sounds.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows curiosity in cause-and-effect toys,Use pop-up or push-button toys that respond to actions.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Identifies objects by function,"Show a cup, spoon, or ball and name its purpose."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Matches similar objects,"Provide pairs of blocks, toys, or shapes for matching."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Recognizes familiar people in photos,Use family photo cards and ask the child to point or name them.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores everyday objects in new ways,"Allow safe items like cups, spoons, or boxes to encourage experimentation."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Tries to complete simple puzzles,Offer chunky 2–3 piece puzzles for problem-solving practice.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Experiments with stacking or nesting objects,Provide stacking rings or nesting cups to explore order and size.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores containers by opening and closing lids,Offer small boxes or jars with child-safe lids.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Observes changes when objects are moved,"Provide objects to roll, push, or drop and observe reactions."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Begins to imitate simple actions,"Demonstrate stacking, banging, or tapping and encourage copying."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows curiosity about new toys or objects,Rotate toys regularly to maintain interest and engagement.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Uses hands and fingers to explore objects,"Provide toys with knobs, buttons, and different textures for manipulation."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Recognizes familiar routines and objects,"Use daily routines like feeding, bathing, or storytime to reinforce recognition."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Explores objects with different weights,Provide small toys or containers with varied weights for lifting and dropping.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,"Experiments with water, sand, or dry materials","Offer scooping, pouring, and transferring activities."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Recognizes familiar sounds or instruments,"Provide bells, drums, or rattles and observe responses."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Shows interest in object movement,"Roll balls, push cars, or move objects to explore motion."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Attempts to retrieve hidden objects,Hide toys partially and encourage finding them.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Engages in repetitive actions to see results,"Provide toys that pop up, spin, or make sounds when pressed."
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Begins to anticipate outcomes,Play simple games like rolling a ball to see where it goes.
15,Exploration & Discovery Stage,"Support problem-solving, observation, and understanding of the environment",sensory_cognitive,Observes and explores different textures with curiosity,"Provide a mix of soft, rough, and smooth objects for tactile play."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Walks independently with more confidence,Encourage walking around furniture and open spaces safely.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Climbs onto low furniture or steps with supervision,"Provide safe, low platforms and supervise climbing activities."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Carries small objects while walking,Give small toys or containers to carry across the room.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Pulls or pushes toys while walking,Provide push cars or wagons to encourage movement.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Attempts to kick a ball,Provide soft balls and encourage gentle kicking.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Builds small block towers,Provide soft or wooden blocks to stack and knock down.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Uses a spoon with minimal assistance,Offer child-friendly spoons during snack or mealtime.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Claps hands or bangs objects together,"Provide instruments, cups, or toys for rhythmic play."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Sits from standing without support,"Encourage standing and sitting on safe, soft surfaces."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Attempts to throw a small ball,Offer lightweight balls and demonstrate gentle tossing.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Stands on tiptoes briefly,Encourage reaching for toys placed slightly higher.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Crawls or climbs onto furniture safely,Supervised climbing onto couch cushions or low chairs.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Turns pages of board books,Provide sturdy books for fine motor practice.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Pushes small toys while walking,"Use toy cars, wagons, or pull toys for coordination practice."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Explores climbing stairs with supervision,Provide safe low stairs and hand support for practice.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Uses both hands to manipulate objects,Offer toys requiring two-handed use like stacking cups.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Shows increased coordination in walking and running,"Provide open, safe spaces for walking and running."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Grasps and releases objects voluntarily,Provide blocks or toys to pick up and release into containers.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Squats to pick up objects,Encourage squatting to collect toys or blocks.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Throws objects overhead or forward,Provide soft balls or beanbags for throwing practice.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Climbs onto low platforms or furniture safely,Provide supervised low stools or cushions to climb on.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Carries objects from one place to another,"Encourage carrying toys, blocks, or small containers safely."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Pushes or pulls objects while walking,Provide push cars or wagons for movement practice.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Kicks soft balls intentionally,Offer soft balls and demonstrate kicking gently.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Scribbles with crayons or markers,Provide chunky crayons and paper for free drawing.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Builds small towers with blocks,Provide stackable blocks or soft cubes for practice.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Turns pages of board books,Offer sturdy books to develop fine motor skills.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Throws objects forward intentionally,Provide soft balls or beanbags for tossing.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Pulls self to stand using furniture,Place safe furniture or low bars to encourage pulling up.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Squats and rises independently,Encourage picking up toys from the floor using squatting motion.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Walks backward or sideways with supervision,Encourage movement in different directions on soft flooring.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Stands on one foot briefly,Encourage reaching for toys while balancing on one leg.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Uses utensils with more skill,Practice scooping and feeding with small spoon or fork.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Climbs onto and off low furniture,Supervised play on soft low couches or stools.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Bangs objects together to explore sounds,"Provide spoons, cups, or safe percussion toys."
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Walks up small inclines or ramps with support,Supervised ramp or slope play to develop balance.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Attempts to ride small push toys,Offer ride-on toys suitable for toddlers.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Manipulates objects with both hands simultaneously,Provide toys that require two-handed interaction.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Explores climbing low steps or platforms,Supervised step climbing with stable support.
15,Exploration & Discovery Stage,"Support balance, coordination, and independent movement",motor,Releases objects intentionally,Practice dropping balls into containers or baskets.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Says 10–20 words,"Encourage naming familiar objects, people, and pets during daily routines."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Understands simple one-step directions,Give instructions like 'bring the ball' or 'give me the spoon.'
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Names familiar people and objects,Point to family members or toys and ask the child to name them.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Repeats simple rhymes or songs,Sing short songs like 'Twinkle Twinkle' and encourage the child to join in.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Points to objects when named,Show pictures or real objects and ask 'Where is the ball?'
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses gestures along with words,"Encourage waving, pointing, or shaking head along with words."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Tries to imitate animal sounds,"Show animal pictures and demonstrate sounds, encouraging imitation."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Understands names of familiar objects,Ask the child to fetch or point to objects by name.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Uses simple words to express needs,"Encourage saying 'milk,' 'more,' or 'up' to communicate desires."
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Responds to simple questions,Ask 'Where is your nose?' or 'Do you want the ball?'
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Combines words with gestures,Encourage pointing at a toy and saying its name.
15,Exploration & Discovery Stage,Encourage vocabulary growth and comprehension,language,Repeats simple words overheard in conversation,Model words in daily conversation and encourage repetition.
